id,problem,answer,topic,source
aimo3_tir_962d4708,"Given that \\( P \\) and \\( Q \\) are points inside the square \\( ABCD \\), and \\(\\angle PAQ = \\angle PCQ = 45^\\circ\\). Prove:
$$
S_{\\triangle PAB} + S_{\\triangle PCQ} + S_{\\triangle QAD} = S_{\\triangle QCD} + S_{\\triangle PAQ} + S_{\\triangle PBC}.
$$

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_9e2c305a,"Given that \\(\\sin 3x \\neq 0\\) and \\(x \\neq \\frac{\\pi k}{3}\\):

$$
\\begin{gathered}
\\sin^2 2x = \\cos^2 x + \\frac{\\cos 3x}{\\sin 3x} \\\\
4 \\sin^2 x \\cos^2 x - \\cos^2 x = \\frac{\\cos (2x + x)}{\\sin 3x} \\\\
\\cos^2 x \\left(4 \\sin^2 x - 1\\right) = \\frac{\\cos 2x \\cos x - \\sin 2x \\sin x}{\\sin 3x} = \\frac{\\cos^2 x \\left(\\cos 2x - 2 \\sin^2 x\\right)}{\\sin 3x} \\\\
= \\frac{\\cos x \\left(1 - 4 \\sin^2 x\\right)}{\\sin 3x}
\\end{gathered}
$$

Therefore, the conditions are:
\\[
\\left\\{\\begin{array}{c}
\\cos x = 0 \\\\
1 - 4 \\sin^2 x = 0
\\end{array}\\right. 
\\]
or \\(\\sin 3x \\cos x = -1\\).

The solutions are: 
\\[
x = \\frac{\\pi}{2} + \\pi n, \\quad x = \\pm \\frac{\\pi}{6} + \\pi k.
\\]

Moreover:
\\[
\\left\\{
\\begin{array}{c}
\\sin 3x = -1 \\\\
\\cos x = 1
\\end{array}
\\right. 
\\text { or } 
\\left\\{
\\begin{array}{l}
\\sin 3x = 1 \\\\
\\cos x = -1
\\end{array}
\\right.
\\]

These systems have no solutions.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_2a093a1c,"Prove that if \\(0 < \\alpha, \\beta \\leqslant \\pi / 4\\), then

$$
\\sqrt{\\tan \\alpha \\tan \\beta} \\leq \\tan \\frac{\\alpha + \\beta}{2} \\leq \\frac{\\tan \\alpha + \\tan \\beta}{2}
$$

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_83cc8bca,"Prove that the functional equations
$$
\\begin{aligned}
f(x+y) & =f(x)+f(y), \\\\
\\text { and } \\quad f(x+y+xy) & =f(x)+f(y)+f(x y) \\quad(x, y \\in \\mathbb{R})
\\end{aligned}
$$
are equivalent.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_equations,aimo3_tir
aimo3_tir_af883a3c,"
Solve the inequality

$$
\\left(\\log _{\\frac{1}{6} x^{2}+\\frac{x}{3}+\\frac{19}{27}}\\left(1+\\frac{x^{2}}{4}\\right) \\cdot \\log _{\\frac{1}{6} x^{2}+\\frac{x}{3}+\\frac{19}{27}}\\left(1-\\frac{x^{2}}{4}\\right)+1\\right) \\log _{1-\\frac{1}{16} x^{4}}\\left(\\frac{x^{2}}{6}+\\frac{x}{3}+\\frac{19}{27}\\right) \\geqslant 1
$$

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_inequality,aimo3_tir
aimo3_tir_d28e64da,"Find all solutions to the inequality

$$
\\sin ^{2018} x+\\cos ^{-2019} x \\leqslant \\cos ^{2018} x+\\sin ^{-2019} x
$$

within the segment $\\left[-\\frac{5 \\pi}{4} ; \\frac{3 \\pi}{4}\\right]$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_inequality,aimo3_tir
aimo3_tir_2ba20a9f,"The odd function \\( f(x) \\) is monotonically decreasing on the interval \\( (-\\infty, 0) \\), and \\( f(2)=0 \\). Solve the inequality \\( (x-1) f(x+1)>0 \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_inequality,aimo3_tir
aimo3_tir_373fe891,"Let \\( p(x) \\) be a polynomial of degree \\( 3n \\) such that
\\[
\\begin{array}{c}
p(0)=p(3)=\\cdots=p(3n)=2, \\\\
p(1)=p(4)=\\cdots=p(3n-2)=1, \\\\
p(2)=p(5)=\\cdots=p(3n-1)=0,
\\end{array}
\\]
and \\( p(3n+1)=730 \\). Find \\( n \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_polynomial,aimo3_tir
aimo3_tir_ac8363dd,"Let $\\sigma = \\{a_{1}, a_{2}, \\cdots, a_{n}\\}$ be a permutation of $\\{1, 2, \\cdots, n\\}$. Define $F(\\sigma) = \\sum_{i=1}^{n} a_{i} a_{i+1}$, where $a_{n+1}=a_{1}$. Find $\\min_{\\sigma} F(\\sigma)$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,comb_counting,aimo3_tir
aimo3_tir_24b4faf3,"Prove that inside a cube with edge length \\(a\\), two regular tetrahedra with edge length \\(a\\) can be placed without sharing any common points.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,comb_graph,aimo3_tir
aimo3_tir_2422d18f,"Consider rotations around different axes in space that map vertex \\(A\\) of cube \\(ABCDEFGH\\) to vertex \\(B\\). Find the locus of points on the surface of this cube that correspond to the images of vertex \\(C\\) under such rotations.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,comb_graph,aimo3_tir
aimo3_tir_7a46d132,"Place 6 identical coins on the table and arrange them as shown in the image with white circles so that, when you place the seventh coin (black circle) in the center, it touches all six coins. This must be done exactly, not by approximation. You are not allowed to lift any coin off the table or make any measurements. You only have six coins at your disposal.

![image](https://cdn.mathpix.com/cropped/2024_05_21_56f37ca27ac3d928838dg-122.jpg?height=417&width=462&top_left_y=1496&top_left_x=800)

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,comb_probability,aimo3_tir
aimo3_tir_af0f06d9,"
The volume of the solid of revolution $V_1$ is obtained by rotating the region enclosed by the curves $x^2 = 4y$, $x^2 = -4y$, $x = 4$, and $x = -4$ about the \\( y \\)-axis. 

The volume of the solid of revolution $V_2$ is obtained by rotating the region determined by the points \\((x, y)\\) satisfying the inequalities $x^2 - y^2 \\leq 16$, \\( x^2 + (y - 2)^2 \\geq 4\\), and \\( x^2 + (y + 2)^2 \\geq 4\\) about the \\( y \\)-axis. 

Find the relation between \\( V_1 \\) and \\( V_2 \\):
A. \\(V_1 = \\frac{1}{2} V_2\\)
B. \\(V_1 = -\\frac{2}{3} V_2\\)
C. \\( V_1 = V_2 \\)
D. \\( V_1 = 2 V_2 \\)

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_3d,aimo3_tir
aimo3_tir_3f1ab06a,"Prove that if the distances between the skew edges of a tetrahedron are \\( h_1, h_2, h_3 \\), then its volume is not less than \\( \\frac{1}{3} h_1 h_2 h_3 \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_3d,aimo3_tir
aimo3_tir_6ebb70ad,"As shown in the diagram, the incircle \\( O \\) of the rhombus \\( ABCD \\) is tangent to each side at points \\( E, F, G, \\) and \\( H \\). Tangents to circle \\( O \\) are drawn at points on arcs \\( EF \\) and \\( GH \\), meeting \\( AB \\) at \\( M \\), \\( BC \\) at \\( N \\), \\( CD \\) at \\( P \\), and \\( DA \\) at \\( Q \\). Prove that \\( MQ \\parallel NP \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_6aa6e622,"In the coordinate plane $XOY$, a rhombus $ABCD$ has a side length of 4, and $|OB| = |OD| = 6$. 
1. Prove that $|OA| \\cdot |OC|$ is a constant value.
2. When point $A$ moves on the semicircle $M: (x-2)^{2} + y^{2} = 4$ for $2 \\leqslant x \\leqslant 4$, find the trajectory of point $C$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_b66c069a,"A circle is inscribed in a rhombus. Another circle is inscribed in the formed curvilinear triangle (with an acute angle). Find its radius, given that the height of the rhombus is $h$, and the acute angle is $\\alpha$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_496e21d3,"Let \\(ABC A'B'C'\\) be a hexagon inscribed in a circle. The sides and diagonals \\(AA', BB', CC'\\) of this hexagon are denoted as shown in diagram 33. Prove that

\\[ efg = a a' e + b b' f + c c' g + a b c + a' b' c' \\]

Note: The theorem of this problem can be seen as an extension of Ptolemy's theorem (problem 117) to a hexagon. When \\(c = c' = 0\\) and \\(e = f\\), this theorem simplifies to Ptolemy's theorem.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_e748ba70,"Graph (with justification) on the coordinate plane \\(Oxy\\) the set of solutions of the inequality

$$
\\left(y^{2}-\\arcsin ^{2}(\\sin x)\\right) \\cdot\\left(y^{2}-\\arcsin ^{2}(\\sin (x+\\pi / 6))\\right) \\cdot\\left(y^{2}-\\arcsin ^{2}(\\sin (x-\\pi / 6))\\right)<0
$$

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_d28063d1,"In the convex quadrilateral \\(ABCD\\), \\(AC\\) bisects \\(\\angle BAD\\). From point \\(C\\), draw \\(CE \\perp AB\\) at \\(E\\), and \\(AE = \\frac{1}{2}(AB + AD)\\). What is the relationship between \\(\\angle ABC\\) and \\(\\angle ADC\\)?
(A) \\(\\angle ABC = \\angle ADC\\).
(B) \\(\\angle ABC + \\angle ADC = 180^\\circ\\).
(C) \\(\\angle ABC + \\angle ADC = 150^\\circ\\).
(D) \\(\\angle ABC \\neq \\angle ADC\\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_64d69376,"As shown in Figure 3.4.3, in the cyclic convex pentagon \\(ABCDE\\), if \\(AC \\parallel DE\\), \\(BD \\parallel AE\\), \\(CE \\parallel AB\\), \\(DA \\parallel BC\\), and \\(EB \\parallel CD\\), prove that \\(ABCDE\\) is a regular pentagon.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_8cbc0456,"
Let $E$ be the intersection point of the lateral sides $AD$ and $BC$ of the trapezoid $ABCD$. Define $B_{n+1}$ as the intersection point of the lines $A_{n}C$ and $BD$ (where $A_{0}=A$), and let $A_{n+1}$ be the intersection point of the lines $EB_{n+1}$ and $AB$. Prove that $A_{n}B = \\frac{AB}{n+1}$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_6592dd85,"Let $ABCDEF$ be a circumscribed hexagon. Prove that its diagonals $AD$, $BE$, and $CF$ intersect at a single point (Brianchon's theorem).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_b4971e8c,"In a trapezoid with bases 3 and 4, a diagonal is equal to 6 and is the bisector of one of the angles. Can this trapezoid be isosceles?

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_3520b758,"Construct a triangle given its perimeter, angle $\\alpha$, and the altitude $m_{a}$ from vertex $A$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_f188307e,"In isosceles triangles \\(ABC \\quad (AB=BC)\\) and \\(A_{1}B_{1}C_{1} \\quad (A_{1}B_{1}=B_{1}C_{1})\\), the triangles are similar and \\(BC : B_{1}C_{1} = 4 : 3\\).

Vertex \\(B_{1}\\) is located on side \\(AC\\), vertices \\(A_{1}\\) and \\(C_{1}\\) are respectively on the extensions of side \\(BA\\) beyond point \\(A\\) and side \\(CB\\) beyond point \\(B\\), and \\(A_{1}C_{1} \\perp BC\\). Find angle \\(B\\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_d3d4baa5,"Given a segment \\(AB\\) and a line \\(MN\\) that intersects it, construct a triangle \\(ABC\\) such that the line \\(MN\\) bisects its angle.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_9670ff73,"In the triangle \\(ABC\\) with the usual notations, the sides are \\(a, b, c\\) and the medians are \\(s_a, s_b, s_c\\). Prove that if \\(a < \\frac{b+c}{2}\\), then \\(s_a > \\frac{s_b + s_c}{2}\\). Is the converse of this statement true?

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_4607911b,"Given any triangle ABC, construct external triangles ABR, BCP, CAQ on the sides such that ∠PBC = 45°, ∠PCB = 30°, ∠QAC = 45°, ∠QCA = 30°, ∠RAB = 15°, and ∠RBA = 15°. Prove that ∠QRP = 90° and QR = RP.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_0ed02cee,"In $\\triangle ABC$, $\\angle A = 90^\\circ$. Point $D$ is on $AC$, point $E$ is on $BD$, and the extension of $AE$ intersects $BC$ at $F$. If the ratio $BE:ED = 2AC:DC$, then $\\angle ADB = \\angle FDC$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_4dee4650,"The feet of the altitudes of triangle $ABC$ are $A_{1}, B_{1}, C_{1}$ respectively. Given (with respect to position) the orthocenters of triangles $AB_{1}C_{1}$, $BC_{1}A_{1}$, and $CA_{1}B_{1}$. Construct the triangle $ABC$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_047ef8bc,"Find the geometric mean in a right triangle.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_71bb82de,"Prove that any triangle can be divided into three trapezoids.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_triangle,aimo3_tir
aimo3_tir_26aaecba,"If \\( N \\) is the product of \\( n \\) distinct primes, each greater than 3, show that \\( 2N + 1 \\) has at least \\( 4n \\) divisors.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,nt_primes,aimo3_tir
aimo3_tir_4a7524cc,"Prove that if $p$ is a prime number, then $C_{np}^{n} \\equiv n \\pmod{p^2}$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,nt_primes,aimo3_tir
aimo3_tir_fc4d1433,"In the circuit diagram shown in the image, the electromotive force (EMF) of the source is \\(\\varepsilon = 69 \\text{ V}\\), \\(R_{1} = R = 10 \\text{ Ω}\\), \\(R_{2} = 3R\\), \\(R_{3} = 3R\\), and \\(R_{4} = 4R\\). The internal resistance of the source and the resistance of the ammeter can be neglected.
1) Find the current through the resistor \\(R_{1}\\).
2) Find the current through the ammeter.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_492ccbb0,"Prove that $\\angle CNE = \\angle CKE = 90^{\\circ}$.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_641913b0,"Prove that the points \\( K \\) and \\( L \\) are equidistant from the line \\( AT \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_0f3c9317,"In Class 5A, a survey was conducted to find out which fruits the students like. It turned out that:

- 13 students like apples,
- 11 students like plums,
- 15 students like peaches, and
- 6 students like melons.

A student can like more than one fruit. Each student who likes plums also likes either apples or peaches (but not both). Each student who likes peaches also likes either plums or melons (but not both).

What is the minimum number of students that can be in Class 5A?

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_2e7f67d9,"Real numbers \\(a_1, a_2, \\cdots, a_n\\) all belong to the interval \\([-1,1]\\). Prove that:
\\[
\\sum_{i=1}^{n} \\frac{1}{1 + a_i a_{i+1}} \\geq \\sum_{i=1}^{n} \\frac{1}{1 + a_i^2},
\\]
where \\(a_{n+1} = a_1\\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_8a89e68d,"Let \\(0 < a \\leq b \\leq c \\leq d\\). Show that \\(a^{b} b^{c} c^{d} d^{a} \\geq b^{a} c^{b} d^{c} a^{d}\\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_12e1fe3a,"Prove the correctness of the solution to Problem 1261 as published on pages 193-194 of ""Lapok"". Can the statement of Problem 1399 be used in this proof?

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_48a93cf9,"Find the functions from $\\mathbb{R}$ to $\\mathbb{R}$ that satisfy:

$$
f(x+y) + f(x)f(y) = f(xy) + 2xy + 1
$$

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_b9144f72,"With the same amount of monoatomic ideal gas, two cyclic processes $1-2-3-1$ and $1-3-4-1$ are performed. Find the ratio of their efficiencies.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_aa96d041,"In town A, there are \\( n \\) girls and \\( n \\) boys, and each girl knows each boy. In town B, there are \\( n \\) girls \\( g_{1}, g_{2}, \\ldots, g_{n} \\) and \\( 2n-1 \\) boys \\( b_{1}, b_{2}, \\ldots, b_{2n-1} \\). The girl \\( g_{i}, i=1,2, \\ldots, n \\), knows the boys \\( b_{1}, b_{2}, \\ldots, b_{2i-1} \\), and no others. For all \\( r=1,2, \\ldots, n \\), denote by \\( A(r), B(r) \\) the number of different ways in which \\( r \\) girls from town A, respectively town B, can dance with \\( r \\) boys from their own town, forming \\( r \\) pairs, each girl with a boy she knows. Prove that \\( A(r)=B(r) \\) for each \\( r=1,2, \\ldots, n \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_66063e5d,"Given \\(\\alpha, \\beta \\in \\mathbf{R}\\), the intersection point of the lines \\(\\frac{x}{\\sin \\alpha+\\sin \\beta} + \\frac{y}{\\sin \\alpha+\\cos \\beta} = 1\\) and \\(\\frac{x}{\\cos \\alpha+\\sin \\beta} + \\frac{y}{\\cos \\alpha+\\cos \\beta} = 1\\) lies on the line \\(y = -x\\). Calculate \\(\\sin \\alpha + \\cos \\alpha + \\sin \\beta + \\cos \\beta\\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_fd4a587e,"Given \\( n \\geq 3 \\) (\\(n \\in \\mathbf{N}^{*}\\)), and \\( x, y, z > 0 \\) with \\( x + y + z = 1 \\), prove that 
\\[
\\left(\\frac{1}{x^{n-1}}-x\\right)\\left(\\frac{1}{y^{n-1}}-y\\right)\\left(\\frac{1}{z^{n-1}}-z\\right) \\geq \\left(\\frac{3^{n}-1}{3}\\right)^{3}.
\\]

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_e4888bf9,"Find all real solutions to 

\\[ x^2 y^2 + x^2 z^2 = axyz, \\]
\\[ y^2 z^2 + y^2 x^2 = bxyz, \\]
\\[ z^2 x^2 + z^2 y^2 = cxyz, \\]

where \\( a \\), \\( b \\), and \\( c \\) are fixed real numbers.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_d4e7a0f2,"Consider a mapping \\( f \\) from an \\( n \\)-element set \\( X \\) to itself, where \\( n \\geq 2 \\). If \\( a \\) is a fixed element in \\( X \\) and for every \\( x \\in X \\), it holds that \\( f(f(x)) = a \\). Find the number of such mappings \\( f \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,other,aimo3_tir
aimo3_tir_c6371336,"Two circles \\( S_{1} \\) and \\( S_{2} \\) with centers \\( O_{1} \\) and \\( O_{2} \\) intersect at point \\( A \\). The line \\( O_{1} A \\) intersects circle \\( S_{2} \\) at point \\( K_{2} \\), and the line \\( O_{2} A \\) intersects circle \\( S_{1} \\) at point \\( K_{1} \\). Prove that \\( \\angle O_{1} O_{2} A = \\angle K_{1} K_{2} A \\).

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_circle,aimo3_tir
aimo3_tir_a42c86b8,"The opposite angles of a quadrilateral are equal. Prove that its opposite sides are also equal.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,geo_polygon,aimo3_tir
aimo3_tir_9084153c,"Find all real numbers \\( p \\) such that the cubic equation \\( 5x^3 - 5(p+1)x^2 + (71p-1)x + 1 = 66p \\) has two roots that are natural numbers.

Please reason step by step and use the python tool to solve the math problem.
Finally, Return only the verified final answer in \\boxed{}. Never guess.",,alg_polynomial,aimo3_tir
